split,task,regime,seed,stress,intent_load,capability_load,safety_load,role_load,burden_load,false_query_load
nominal,co_carry_doorway,asymmetric_reach,8,0.10000,0.25414,0.56484,0.30897,0.36712,0.06864,0.09940
nominal,co_carry_doorway,asymmetric_reach,9,0.10000,0.25414,0.56484,0.30897,0.36712,0.06864,0.09940
nominal,co_carry_doorway,load_sharing_mismatch,0,0.10000,0.30035,0.59240,0.42340,0.45573,0.07524,0.11928
nominal,co_carry_doorway,load_sharing_mismatch,1,0.10000,0.30035,0.59240,0.42340,0.45573,0.07524,0.11928
nominal,co_carry_doorway,load_sharing_mismatch,2,0.10000,0.30035,0.59240,0.42340,0.45573,0.07524,0.11928
nominal,co_carry_doorway,load_sharing_mismatch,3,0.10000,0.30035,0.59240,0.42340,0.45573,0.07524,0.11928
nominal,co_carry_doorway,load_sharing_mismatch,4,0.10000,0.30035,0.59240,0.42340,0.45573,0.07524,0.11928
nominal,co_carry_doorway,load_sharing_mismatch,5,0.10000,0.30035,0.59240,0.42340,0.45573,0.07524,0.11928
nominal,co_carry_doorway,load_sharing_mismatch,6,0.10000,0.30035,0.59240,0.42340,0.45573,0.07524,0.11928
nominal,co_carry_doorway,load_sharing_mismatch,7,0.10000,0.30035,0.59240,0.42340,0.45573,0.07524,0.11928
nominal,co_carry_doorway,load_sharing_mismatch,8,0.10000,0.30035,0.59240,0.42340,0.45573,0.07524,0.11928
nominal,co_carry_doorway,load_sharing_mismatch,9,0.10000,0.30035,0.59240,0.42340,0.45573,0.07524,0.11928
nominal,co_carry_doorway,occluded_human_goal,0,0.10000,0.46208,0.30309,0.22886,0.28483,0.12639,0.27335
nominal,co_carry_doorway,occluded_human_goal,1,0.10000,0.46208,0.30309,0.22886,0.28483,0.12639,0.27335
nominal,co_carry_doorway,occluded_human_goal,2,0.10000,0.46208,0.30309,0.22886,0.28483,0.12639,0.27335
nominal,co_carry_doorway,occluded_human_goal,3,0.10000,0.46208,0.30309,0.22886,0.28483,0.12639,0.27335
nominal,co_carry_doorway,occluded_human_goal,4,0.10000,0.46208,0.30309,0.22886,0.28483,0.12639,0.27335
nominal,co_carry_doorway,occluded_human_goal,5,0.10000,0.46208,0.30309,0.22886,0.28483,0.12639,0.27335
nominal,co_carry_doorway,occluded_human_goal,6,0.10000,0.46208,0.30309,0.22886,0.28483,0.12639,0.27335
nominal,co_carry_doorway,occluded_human_goal,7,0.10000,0.46208,0.30309,0.22886,0.28483,0.12639,0.27335
nominal,co_carry_doorway,occluded_human_goal,8,0.10000,0.46208,0.30309,0.22886,0.28483,0.12639,0.27335
nominal,co_carry_doorway,occluded_human_goal,9,0.10000,0.46208,0.30309,0.22886,0.28483,0.12639,0.27335
nominal,co_carry_doorway,ergonomic_constraint,0,0.10000,0.28880,0.49596,0.38907,0.39244,0.08184,0.13916
nominal,co_carry_doorway,ergonomic_constraint,1,0.10000,0.28880,0.49596,0.38907,0.39244,0.08184,0.13916
nominal,co_carry_doorway,ergonomic_constraint,2,0.10000,0.28880,0.49596,0.38907,0.39244,0.08184,0.13916
nominal,co_carry_doorway,ergonomic_constraint,3,0.10000,0.28880,0.49596,0.38907,0.39244,0.08184,0.13916
nominal,co_carry_doorway,ergonomic_constraint,4,0.10000,0.28880,0.49596,0.38907,0.39244,0.08184,0.13916
nominal,co_carry_doorway,ergonomic_constraint,5,0.10000,0.28880,0.49596,0.38907,0.39244,0.08184,0.13916
nominal,co_carry_doorway,ergonomic_constraint,6,0.10000,0.28880,0.49596,0.38907,0.39244,0.08184,0.13916
nominal,co_carry_doorway,ergonomic_constraint,7,0.10000,0.28880,0.49596,0.38907,0.39244,0.08184,0.13916
nominal,co_carry_doorway,ergonomic_constraint,8,0.10000,0.28880,0.49596,0.38907,0.39244,0.08184,0.13916
nominal,co_carry_doorway,ergonomic_constraint,9,0.10000,0.28880,0.49596,0.38907,0.39244,0.08184,0.13916
nominal,co_carry_doorway,role_switch_request,0,0.10000,0.43898,0.39952,0.26319,0.55700,0.09504,0.17892
nominal,co_carry_doorway,role_switch_request,1,0.10000,0.43898,0.39952,0.26319,0.55700,0.09504,0.17892
nominal,co_carry_doorway,role_switch_request,2,0.10000,0.43898,0.39952,0.26319,0.55700,0.09504,0.17892
nominal,co_carry_doorway,role_switch_request,3,0.10000,0.43898,0.39952,0.26319,0.55700,0.09504,0.17892
nominal,co_carry_doorway,role_switch_request,4,0.10000,0.43898,0.39952,0.26319,0.55700,0.09504,0.17892
nominal,co_carry_doorway,role_switch_request,5,0.10000,0.43898,0.39952,0.26319,0.55700,0.09504,0.17892
nominal,co_carry_doorway,role_switch_request,6,0.10000,0.43898,0.39952,0.26319,0.55700,0.09504,0.17892
nominal,co_carry_doorway,role_switch_request,7,0.10000,0.43898,0.39952,0.26319,0.55700,0.09504,0.17892
nominal,co_carry_doorway,role_switch_request,8,0.10000,0.43898,0.39952,0.26319,0.55700,0.09504,0.17892
nominal,co_carry_doorway,role_switch_request,9,0.10000,0.43898,0.39952,0.26319,0.55700,0.09504,0.17892
nominal,co_carry_doorway,conflicting_safety_preference,0,0.10000,0.40432,0.50974,0.48061,0.48105,0.10989,0.22365
nominal,co_carry_doorway,conflicting_safety_preference,1,0.10000,0.40432,0.50974,0.48061,0.48105,0.10989,0.22365
nominal,co_carry_doorway,conflicting_safety_preference,2,0.10000,0.40432,0.50974,0.48061,0.48105,0.10989,0.22365
nominal,co_carry_doorway,conflicting_safety_preference,3,0.10000,0.40432,0.50974,0.48061,0.48105,0.10989,0.22365
nominal,co_carry_doorway,conflicting_safety_preference,4,0.10000,0.40432,0.50974,0.48061,0.48105,0.10989,0.22365
nominal,co_carry_doorway,conflicting_safety_preference,5,0.10000,0.40432,0.50974,0.48061,0.48105,0.10989,0.22365
nominal,co_carry_doorway,conflicting_safety_preference,6,0.10000,0.40432,0.50974,0.48061,0.48105,0.10989,0.22365
nominal,co_carry_doorway,conflicting_safety_preference,7,0.10000,0.40432,0.50974,0.48061,0.48105,0.10989,0.22365
nominal,co_carry_doorway,conflicting_safety_preference,8,0.10000,0.40432,0.50974,0.48061,0.48105,0.10989,0.22365
nominal,co_carry_doorway,conflicting_safety_preference,9,0.10000,0.40432,0.50974,0.48061,0.48105,0.10989,0.22365
nominal,co_carry_doorway,temporal_commitment_drift,0,0.10000,0.47363,0.45463,0.34330,0.51903,0.13794,0.30814
nominal,co_carry_doorway,temporal_commitment_drift,1,0.10000,0.47363,0.45463,0.34330,0.51903,0.13794,0.30814
nominal,co_carry_doorway,temporal_commitment_drift,2,0.10000,0.47363,0.45463,0.34330,0.51903,0.13794,0.30814
nominal,co_carry_doorway,temporal_commitment_drift,3,0.10000,0.47363,0.45463,0.34330,0.51903,0.13794,0.30814
nominal,co_carry_doorway,temporal_commitment_drift,4,0.10000,0.47363,0.45463,0.34330,0.51903,0.13794,0.30814
nominal,co_carry_doorway,temporal_commitment_drift,5,0.10000,0.47363,0.45463,0.34330,0.51903,0.13794,0.30814
nominal,co_carry_doorway,temporal_commitment_drift,6,0.10000,0.47363,0.45463,0.34330,0.51903,0.13794,0.30814
nominal,co_carry_doorway,temporal_commitment_drift,7,0.10000,0.47363,0.45463,0.34330,0.51903,0.13794,0.30814
nominal,co_carry_doorway,temporal_commitment_drift,8,0.10000,0.47363,0.45463,0.34330,0.51903,0.13794,0.30814
nominal,co_carry_doorway,temporal_commitment_drift,9,0.10000,0.47363,0.45463,0.34330,0.51903,0.13794,0.30814
nominal,assisted_assembly,ambiguous_intent,0,0.10000,0.58453,0.14861,0.12416,0.20696,0.07740,0.14910
nominal,assisted_assembly,ambiguous_intent,1,0.10000,0.58453,0.14861,0.12416,0.20696,0.07740,0.14910
nominal,assisted_assembly,ambiguous_intent,2,0.10000,0.58453,0.14861,0.12416,0.20696,0.07740,0.14910
nominal,assisted_assembly,ambiguous_intent,3,0.10000,0.58453,0.14861,0.12416,0.20696,0.07740,0.14910
nominal,assisted_assembly,ambiguous_intent,4,0.10000,0.58453,0.14861,0.12416,0.20696,0.07740,0.14910
nominal,assisted_assembly,ambiguous_intent,5,0.10000,0.58453,0.14861,0.12416,0.20696,0.07740,0.14910
nominal,assisted_assembly,ambiguous_intent,6,0.10000,0.58453,0.14861,0.12416,0.20696,0.07740,0.14910
nominal,assisted_assembly,ambiguous_intent,7,0.10000,0.58453,0.14861,0.12416,0.20696,0.07740,0.14910
nominal,assisted_assembly,ambiguous_intent,8,0.10000,0.58453,0.14861,0.12416,0.20696,0.07740,0.14910
nominal,assisted_assembly,ambiguous_intent,9,0.10000,0.58453,0.14861,0.12416,0.20696,0.07740,0.14910
nominal,assisted_assembly,asymmetric_reach,0,0.10000,0.29227,0.46870,0.23945,0.31589,0.06240,0.09940
nominal,assisted_assembly,asymmetric_reach,1,0.10000,0.29227,0.46870,0.23945,0.31589,0.06240,0.09940
nominal,assisted_assembly,asymmetric_reach,2,0.10000,0.29227,0.46870,0.23945,0.31589,0.06240,0.09940
nominal,assisted_assembly,asymmetric_reach,3,0.10000,0.29227,0.46870,0.23945,0.31589,0.06240,0.09940
nominal,assisted_assembly,asymmetric_reach,4,0.10000,0.29227,0.46870,0.23945,0.31589,0.06240,0.09940
nominal,assisted_assembly,asymmetric_reach,5,0.10000,0.29227,0.46870,0.23945,0.31589,0.06240,0.09940
nominal,assisted_assembly,asymmetric_reach,6,0.10000,0.29227,0.46870,0.23945,0.31589,0.06240,0.09940
nominal,assisted_assembly,asymmetric_reach,7,0.10000,0.29227,0.46870,0.23945,0.31589,0.06240,0.09940
nominal,assisted_assembly,asymmetric_reach,8,0.10000,0.29227,0.46870,0.23945,0.31589,0.06240,0.09940
nominal,assisted_assembly,asymmetric_reach,9,0.10000,0.29227,0.46870,0.23945,0.31589,0.06240,0.09940
nominal,assisted_assembly,load_sharing_mismatch,0,0.10000,0.34540,0.49156,0.32813,0.39214,0.06840,0.11928
nominal,assisted_assembly,load_sharing_mismatch,1,0.10000,0.34540,0.49156,0.32813,0.39214,0.06840,0.11928
nominal,assisted_assembly,load_sharing_mismatch,2,0.10000,0.34540,0.49156,0.32813,0.39214,0.06840,0.11928
nominal,assisted_assembly,load_sharing_mismatch,3,0.10000,0.34540,0.49156,0.32813,0.39214,0.06840,0.11928
nominal,assisted_assembly,load_sharing_mismatch,4,0.10000,0.34540,0.49156,0.32813,0.39214,0.06840,0.11928
nominal,assisted_assembly,load_sharing_mismatch,5,0.10000,0.34540,0.49156,0.32813,0.39214,0.06840,0.11928
nominal,assisted_assembly,load_sharing_mismatch,6,0.10000,0.34540,0.49156,0.32813,0.39214,0.06840,0.11928
nominal,assisted_assembly,load_sharing_mismatch,7,0.10000,0.34540,0.49156,0.32813,0.39214,0.06840,0.11928
nominal,assisted_assembly,load_sharing_mismatch,8,0.10000,0.34540,0.49156,0.32813,0.39214,0.06840,0.11928
nominal,assisted_assembly,load_sharing_mismatch,9,0.10000,0.34540,0.49156,0.32813,0.39214,0.06840,0.11928
nominal,assisted_assembly,occluded_human_goal,0,0.10000,0.53139,0.25150,0.17737,0.24509,0.11490,0.27335
nominal,assisted_assembly,occluded_human_goal,1,0.10000,0.53139,0.25150,0.17737,0.24509,0.11490,0.27335
nominal,assisted_assembly,occluded_human_goal,2,0.10000,0.53139,0.25150,0.17737,0.24509,0.11490,0.27335
nominal,assisted_assembly,occluded_human_goal,3,0.10000,0.53139,0.25150,0.17737,0.24509,0.11490,0.27335
nominal,assisted_assembly,occluded_human_goal,4,0.10000,0.53139,0.25150,0.17737,0.24509,0.11490,0.27335
nominal,assisted_assembly,occluded_human_goal,5,0.10000,0.53139,0.25150,0.17737,0.24509,0.11490,0.27335
nominal,assisted_assembly,occluded_human_goal,6,0.10000,0.53139,0.25150,0.17737,0.24509,0.11490,0.27335
nominal,assisted_assembly,occluded_human_goal,7,0.10000,0.53139,0.25150,0.17737,0.24509,0.11490,0.27335
nominal,assisted_assembly,occluded_human_goal,8,0.10000,0.53139,0.25150,0.17737,0.24509,0.11490,0.27335
nominal,assisted_assembly,occluded_human_goal,9,0.10000,0.53139,0.25150,0.17737,0.24509,0.11490,0.27335
nominal,assisted_assembly,ergonomic_constraint,0,0.10000,0.33212,0.41154,0.30153,0.33768,0.07440,0.13916
nominal,assisted_assembly,ergonomic_constraint,1,0.10000,0.33212,0.41154,0.30153,0.33768,0.07440,0.13916
nominal,assisted_assembly,ergonomic_constraint,2,0.10000,0.33212,0.41154,0.30153,0.33768,0.07440,0.13916
nominal,assisted_assembly,ergonomic_constraint,3,0.10000,0.33212,0.41154,0.30153,0.33768,0.07440,0.13916
nominal,assisted_assembly,ergonomic_constraint,4,0.10000,0.33212,0.41154,0.30153,0.33768,0.07440,0.13916
nominal,assisted_assembly,ergonomic_constraint,5,0.10000,0.33212,0.41154,0.30153,0.33768,0.07440,0.13916
nominal,assisted_assembly,ergonomic_constraint,6,0.10000,0.33212,0.41154,0.30153,0.33768,0.07440,0.13916
nominal,assisted_assembly,ergonomic_constraint,7,0.10000,0.33212,0.41154,0.30153,0.33768,0.07440,0.13916
nominal,assisted_assembly,ergonomic_constraint,8,0.10000,0.33212,0.41154,0.30153,0.33768,0.07440,0.13916
nominal,assisted_assembly,ergonomic_constraint,9,0.10000,0.33212,0.41154,0.30153,0.33768,0.07440,0.13916
nominal,assisted_assembly,role_switch_request,0,0.10000,0.50482,0.33152,0.20398,0.47928,0.08640,0.17892
nominal,assisted_assembly,role_switch_request,1,0.10000,0.50482,0.33152,0.20398,0.47928,0.08640,0.17892
nominal,assisted_assembly,role_switch_request,2,0.10000,0.50482,0.33152,0.20398,0.47928,0.08640,0.17892
nominal,assisted_assembly,role_switch_request,3,0.10000,0.50482,0.33152,0.20398,0.47928,0.08640,0.17892
nominal,assisted_assembly,role_switch_request,4,0.10000,0.50482,0.33152,0.20398,0.47928,0.08640,0.17892
nominal,assisted_assembly,role_switch_request,5,0.10000,0.50482,0.33152,0.20398,0.47928,0.08640,0.17892
nominal,assisted_assembly,role_switch_request,6,0.10000,0.50482,0.33152,0.20398,0.47928,0.08640,0.17892
nominal,assisted_assembly,role_switch_request,7,0.10000,0.50482,0.33152,0.20398,0.47928,0.08640,0.17892
nominal,assisted_assembly,role_switch_request,8,0.10000,0.50482,0.33152,0.20398,0.47928,0.08640,0.17892
nominal,assisted_assembly,role_switch_request,9,0.10000,0.50482,0.33152,0.20398,0.47928,0.08640,0.17892
nominal,assisted_assembly,conflicting_safety_preference,0,0.10000,0.46497,0.42297,0.37248,0.41393,0.09990,0.22365
nominal,assisted_assembly,conflicting_safety_preference,1,0.10000,0.46497,0.42297,0.37248,0.41393,0.09990,0.22365
nominal,assisted_assembly,conflicting_safety_preference,2,0.10000,0.46497,0.42297,0.37248,0.41393,0.09990,0.22365
nominal,assisted_assembly,conflicting_safety_preference,3,0.10000,0.46497,0.42297,0.37248,0.41393,0.09990,0.22365
nominal,assisted_assembly,conflicting_safety_preference,4,0.10000,0.46497,0.42297,0.37248,0.41393,0.09990,0.22365
nominal,assisted_assembly,conflicting_safety_preference,5,0.10000,0.46497,0.42297,0.37248,0.41393,0.09990,0.22365
nominal,assisted_assembly,conflicting_safety_preference,6,0.10000,0.46497,0.42297,0.37248,0.41393,0.09990,0.22365
nominal,assisted_assembly,conflicting_safety_preference,7,0.10000,0.46497,0.42297,0.37248,0.41393,0.09990,0.22365
nominal,assisted_assembly,conflicting_safety_preference,8,0.10000,0.46497,0.42297,0.37248,0.41393,0.09990,0.22365
nominal,assisted_assembly,conflicting_safety_preference,9,0.10000,0.46497,0.42297,0.37248,0.41393,0.09990,0.22365
nominal,assisted_assembly,temporal_commitment_drift,0,0.10000,0.54468,0.37725,0.26605,0.44660,0.12540,0.30814
nominal,assisted_assembly,temporal_commitment_drift,1,0.10000,0.54468,0.37725,0.26605,0.44660,0.12540,0.30814
nominal,assisted_assembly,temporal_commitment_drift,2,0.10000,0.54468,0.37725,0.26605,0.44660,0.12540,0.30814
nominal,assisted_assembly,temporal_commitment_drift,3,0.10000,0.54468,0.37725,0.26605,0.44660,0.12540,0.30814
